Name,Position,Age,Nat,Height,Weight,Personality,Club,Transfer Value,Av Rat,Gls,Pens S,Pen/R,Shot/90,Shot %,ShT/90,xG,Asts/90,Ps C/90,Pas %,K Ps/90,CCC,Cr A,Cr C/A,Tck/90,Tck R,K Tck,Int/90,Clear,Fls,Aer A/90,Hdrs W/90,Hdr %,Gl Mst,Drb/90,FA,Dist/90,Yel,Red,Off,Apps,Mins,Shots,Ast,Pens,Mins/Gm,ShT,Hdrs A,Cr C,Distance,Drb,Hdrs,Itc,K Pas,Pas A,Ps C,Tck A,Tck C,Expires,Salary,Preferred Foot,Acc,Aer,Agg,Agi,Ant,Bal,Bra,Cmd,Com,Cmp,Cnt,Cor,Cro,Dec,Det,Dri,Ecc,Fin,Fir,Fla,Fre,Han,Hea,Jum,Kic,Ldr,Lon,L Th,Mar,Nat,OtB,1v1,Pac,Pas,Pen,Pos,Pun,Ref,TRO,Sta,Str,Tck,Tea,Tec,Thr,Vis,Wor,K Hdrs/90,Blk/90,xG/shot,Sprints/90,Poss Won/90,Poss Lost/90,Pres A/90,Pres C/90,Pr passes/90,xA/90,Blk,xGP,xSv %,Conv %,OP-KP/90,Svt,xGP/90,OP-KP,Sv %,Svh,Svp,All/90,Cln/90,NP-xG/90,Pens Saved Ratio,NP-xG,Division,Style,Media Description,Media Handling,FK Shots,Ch C/90,Clr/90,Crs A/90,Cr C/90,Goals Outside Box,Hdrs L/90,K Tck/90,OP-Cr %,OP-Crs A/90,OP-Crs C/90,Ps A/90,Shts Blckd/90,Shots Outside Box/90,xG/90,Saves/90,Inf,Rec
Gabriel Strefezza,"M (R), AM (RL)",28,BRA,"5'6""",138 lbs,,Como,£3.5M - £7M,6.82,2,0,-,2.12,46%,0.98,0.82,0.16,28.53,90%,0.82,1,22,-,2.28,93%,1,1.30,4,7,5.05,0.49,10%,0,3.75,7,7.4mi,0,0,1,2 (21),552,13,1,0,24.00,6,31,0,45.6mi,23,3,8,5,195,175,15,14,30/6/2026,"£7,500 p/w",Right Only,15,1-5,13-16,14-17,12-15,6-10,10-14,1,2-5,10-13,9-13,10-14,13-16,9-12,14-17,14-17,1-5,12,13,14-18,8-12,1-2,4,4,1-4,8-11,12,5-8,4-8,11-14,12-15,1-5,15,12,10-13,8-12,1-3,1-2,1-4,10-13,7,9-13,13-17,15,2-5,11-15,11-14,0.00,0.16,0.06,15.33,2.77,16.96,11.41,3.26,1.96,0.02,1,-,-,15%,0.82,-,-,5,-,-,-,-,-,0.13,-,0.82,Serie A TIM,Creative,Winger,Scouting Required,0,0.16,0.65,3.59,0.00,0,4.57,0.16,0%,3.59,0.00,31.79,0.00,0.49,0.13,-,,- -  - 
Valentin Mihăilă,M/AM (L),25,ROU,"5'11""",143 lbs,,Parma,£3.4M,6.71,1,0,-,1.28,42%,0.53,1.86,-,25.24,85%,0.53,1,30,3%,3.20,91%,0,2.24,3,8,4.90,0.64,13%,0,2.56,19,7.5mi,0,0,4,7 (17),845,12,0,0,35.21,5,46,1,70.8mi,24,6,21,5,280,237,33,30,30/6/2026,"£11,250 p/w",Right,15,1-4,6-10,11-14,8-11,11-14,8-11,1-3,2-5,8-11,6-10,3-7,11-15,9-12,12-15,11-14,1-4,11,12,11-15,8-11,2-6,7,7,1-2,6-10,11,2-5,3-7,10-14,9-12,1-2,15,12,2-5,5-8,1-3,2-5,1-5,11-14,8,4-8,8-12,13,1-4,10-14,10-13,0.00,0.21,0.15,14.17,3.09,19.70,13.42,4.05,1.49,0.11,2,-,-,8%,0.53,-,-,5,-,-,-,-,-,0.20,-,1.86,Serie A TIM,Creative,Winger,Scouting Required,0,0.11,0.32,3.20,0.11,0,4.26,0.00,3%,3.20,0.11,29.82,0.00,0.43,0.20,-,Wnt,- -  - 
Adam Smith,D/WB (RL),34,ENG,"5'11""",169 lbs,Fairly Professional,Bournemouth,£1.6M - £3.3M,6.83,1,0,-,0.49,32%,0.15,4.56,0.08,42.96,89%,0.87,5,109,12%,2.72,84%,2,2.34,30,50,4.62,2.16,47%,0,1.46,32,8.0mi,5,0,6,40,"3,503",19,3,0,87.58,6,180,14,312.6mi,57,84,91,34,"1,883","1,672",126,106,30/6/2025,"£30,000 p/w",Right,13,2,12,11,14,12,13,1,3,13,12,6,12,13,14,12,1,7,13,9,6,3,8,7,2,12,9,3,12,16,13,2,13,13,4,14,3,3,2,15,8,13,13,14,1,10,16,0.23,0.54,0.24,17.78,8.92,16.75,9.33,2.72,5.70,0.10,21,-,-,5%,0.87,-,-,34,-,-,-,-,-,0.12,-,4.56,Premier League,Technical,Experienced full back,"Outspoken, Media-friendly, Reserved",0,0.13,0.77,2.80,0.36,1,2.47,0.05,13%,2.80,0.36,48.38,0.85,0.15,0.12,-,,- -  - 
José Arnáiz,"M/AM (RL), ST (C)",30,ESP,"5'9""",154 lbs,,Osasuna,£475K - £4.7M,6.84,1,0,-,1.84,64%,1.17,1.03,-,26.15,88%,1.17,1,26,-,2.18,81%,0,2.18,2,7,4.69,1.01,21%,0,3.18,12,7.4mi,1,0,3,5 (11),537,11,0,0,33.56,7,28,5,43.9mi,19,6,13,7,178,156,16,13,30/6/2026,"£11,500 p/w",Right,11-14,1-3,5-8,13-16,12-15,9-13,11-15,1-3,1-4,8-12,9-13,11-15,9-12,11-14,9-13,13-16,2-6,11-15,10-14,14-18,10-14,1-3,9,7,1-4,9-12,12-15,6-10,6-10,7-10,13-16,2-6,11-14,9-12,13-16,5-9,2-5,1-3,1-4,12-15,7-11,5-8,11-14,13-16,1-4,9-12,10-13,0.00,-,0.09,12.40,2.18,14.41,12.57,2.68,3.02,0.13,0,-,-,9%,0.67,-,-,4,-,-,-,-,-,0.17,-,1.03,LaLiga EA Sports,Creative,Winger,Scouting Required,2,0.17,0.34,4.36,0.84,1,3.69,0.00,19%,1.17,0.00,29.83,0.00,0.50,0.17,-,,- -  - 
Scott McKenna,D (C),28,SCO,"6'2""",160 lbs,,Las Palmas,£400K - £4M,6.80,1,0,-,0.20,29%,0.06,0.51,-,51.03,92%,0.23,2,2,50%,1.04,77%,8,1.49,47,36,8.09,6.06,75%,0,0.17,15,7.2mi,6,1,1,36 (1),"3,194",7,0,0,86.32,2,287,1,255.6mi,6,215,53,8,"1,973","1,811",48,37,30/6/2026,"£25,000 p/w",Left,9-13,2-5,12-16,10-14,12-16,8-11,11-14,1-5,1-4,10-13,11-14,3-6,2-6,10-14,13-16,6-10,1-4,3-6,8-11,6-9,4-7,1-2,15,14-17,2-6,13-17,8-12,8-11,13-16,9-13,6-10,2-5,14-17,8-12,9-13,10-13,1-5,1-3,2-5,11-15,13-16,14,13-16,8-12,1-4,8-11,11-15,1.07,0.59,0.07,5.35,13.19,3.89,2.87,0.99,4.06,0.01,21,-,-,14%,0.23,-,-,8,-,-,-,-,-,0.01,-,0.51,LaLiga EA Sports,Leader,Center back,Scouting Required,0,0.06,1.32,0.06,0.03,0,2.03,0.23,50%,0.06,0.03,55.59,0.70,0.08,0.01,-,Int,- -  - 
Abdoulaye Touré,"DM, M (C)",31,GUI,"6'2""",185 lbs,,Havre AC,Not for Sale,6.85,0,0,-,0.54,15%,0.08,1.17,0.21,45.33,90%,0.79,5,5,20%,1.92,81%,1,1.46,24,41,4.71,2.54,54%,0,0.83,15,8.0mi,4,0,0,31,"2,158",13,5,0,69.61,2,113,1,192.9mi,20,61,35,19,"1,202","1,087",57,46,30/6/2026,"£11,750 p/w",Right,9-12,1-2,10-13,13-16,13-16,12-16,12-16,1-4,1-4,10-14,12-16,6-10,5-8,11-14,13-17,14-17,2-6,8-12,12,10,8-12,1-2,10-13,13-17,1-4,9-12,13,3-7,12-16,12-15,11-14,2-6,10-13,13,11-14,11-15,3-6,1-5,1-2,14,15,13,14,10-13,1-3,11,14,0.33,0.63,0.09,11.89,11.34,5.96,10.43,2.17,4.30,0.15,15,-,-,-,0.79,-,-,19,-,-,-,-,-,0.05,-,1.17,Ligue 1 Uber Eats,Physical,Defensive midfielder,Scouting Required,1,0.21,1.00,0.21,0.04,0,2.17,0.04,20%,0.21,0.04,50.13,0.21,0.17,0.05,-,Int,- -  - 
Dominik Kohr,"D (C), DM, M (C)",31,GER,"6'0""",169 lbs,,FSV Mainz,£800K - £8M,6.81,1,0,-,0.40,30%,0.12,1.26,0.08,48.02,90%,0.64,4,11,9%,1.93,77%,1,1.81,19,42,3.90,2.09,54%,0,0.64,20,8.1mi,5,0,0,28,"2,238",10,2,0,79.93,3,97,1,202.2mi,16,52,45,16,"1,333","1,194",62,48,30/6/2025,"£27,000 p/w",Right,11-14,1-2,16-19,8-12,12-16,13-17,16-20,1-4,1-4,9-13,12-15,4-7,6-9,12-15,14-18,7-11,1-2,6-10,11,8,5-9,2-5,10-13,10-13,1-3,13-16,8,5-9,11-14,15-18,7-11,1-4,13-16,12,4-8,12-16,3-6,1-5,1-2,15-18,14,16,14-17,11-14,1-3,11,16,0.36,0.36,0.13,11.78,14.36,6.43,9.81,2.49,3.46,0.11,9,-,-,10%,0.64,-,-,16,-,-,-,-,-,0.05,-,1.26,Bundesliga,Leader,Tenacious defensive midfielder,Scouting Required,0,0.16,0.76,0.44,0.04,0,1.81,0.04,9%,0.44,0.04,53.61,0.24,0.04,0.05,-,,- -  - 
José Manuel Copete,D (C),25,ESP,"6'3""",165 lbs,,Mallorca,£4.6M - £6M,6.74,0,0,-,0.21,25%,0.05,0.84,-,59.92,92%,0.26,3,4,25%,1.55,76%,12,1.75,39,20,7.02,4.90,70%,1,0.05,13,7.0mi,5,0,1,39,"3,489",8,0,0,89.46,2,272,1,270.3mi,2,190,68,10,"2,522","2,323",79,60,30/6/2025,"£7,250 p/w",Left,10-13,1-4,11-14,12-15,14-17,9-13,10-14,1-4,2-5,12-15,11-15,5-9,5-8,10-13,14-17,7-10,1-3,6-10,10-13,4-8,4-8,1-2,14,14-18,2-5,7-10,4-7,3-6,12-16,7-10,7-10,1-5,13-17,10-13,6-9,11-15,1,1-3,1-4,11-14,14-17,14,13-17,5-8,2-5,7-11,11-14,0.83,0.72,0.10,5.34,13.57,3.07,3.51,1.34,4.41,0.03,28,-,-,-,0.26,-,-,10,-,-,-,-,-,0.02,-,0.84,LaLiga EA Sports,Physical,Center back,Scouting Required,0,0.08,1.01,0.10,0.03,0,2.12,0.31,25%,0.10,0.03,65.06,0.67,0.03,0.02,-,Wnt,- -  - 
Abde,"M/AM (RL), ST (C)",26,ALG,"5'9""",149 lbs,,Alavés,£275K - £10M,6.83,4,0,-,1.65,31%,0.51,6.48,0.07,26.09,84%,0.98,5,101,15%,2.42,83%,0,2.09,23,49,5.19,1.31,25%,0,2.56,38,7.5mi,0,0,6,38,"2,673",49,2,0,70.34,15,154,16,222.1mi,76,39,62,29,920,775,87,72,30/6/2027,"£3,300 p/w",Right,11-14,1-2,10-13,14-17,14-17,9-13,12-16,1-3,1-3,8-12,12-16,9-13,9-12,10-13,9-13,12-15,1-5,11-15,8-12,12-16,6-10,1-3,7,7,1-4,6-9,9-12,7-11,5-9,15-18,14-17,1-4,12-15,7-10,9-12,6-10,2-5,1-4,1-3,11-14,6-10,5-8,12-15,11-14,1-3,9-12,13-16,0.07,0.44,0.13,14.85,4.24,22.05,12.86,3.20,2.12,0.14,13,-,-,8%,0.98,-,-,29,-,-,-,-,-,0.22,-,6.48,LaLiga EA Sports,Physical,Winger,Scouting Required,0,0.17,0.77,3.40,0.54,0,3.87,0.00,16%,3.40,0.54,30.98,0.00,0.64,0.22,-,Wnt,- -  - 
Abdul Fatawu,"M (R), AM (RLC)",21,GHA,"5'10""",158 lbs,Ambitious,Leicester City,£51M,6.92,3,0,-,1.07,40%,0.43,2.66,-,32.23,86%,1.64,6,268,10%,2.18,87%,2,1.50,15,40,4.04,0.89,22%,0,4.04,35,7.7mi,3,0,14,37,"2,519",30,0,0,68.08,12,113,43,216.3mi,113,25,42,46,"1,049",902,70,61,30/6/2028,"£35,000 p/w",Left,16,2,12,15,13,12,13,3,3,12,12,14,13,12,13,15,2,12,13,13,12,1,6,8,3,5,15,7,7,12,13,3,16,13,8,10,2,3,1,13,14,6,13,14,1,13,13,0.00,0.29,0.09,13.97,3.79,17.90,12.90,3.29,2.75,0.07,8,-,-,10%,1.21,-,-,34,-,-,-,-,-,0.10,-,2.66,Premier League,Physical,Winger,Media-friendly,1,0.21,0.54,9.58,1.54,1,3.14,0.07,16%,2.61,0.29,37.48,0.00,0.32,0.10,-,Wnt,- -  - 
Suat Serdar,"DM, M/AM (C)",28,GER,"6'0""",165 lbs,,Hellas Verona,£2.4M,6.72,1,0,-,0.47,17%,0.08,1.60,0.16,38.73,89%,0.87,2,17,-,2.13,84%,1,1.03,10,17,4.02,1.97,49%,0,0.95,10,7.7mi,1,0,0,7 (25),"1,141",6,2,0,35.66,1,51,0,97.6mi,12,25,13,11,549,491,32,27,30/6/2027,"£17,250 p/w",Right,10-13,2-6,14-17,12-15,10-13,10-14,12-16,1-2,2-5,13-16,9-13,8-12,9-12,8-11,11-14,14-17,1-3,8-12,14,15,7-11,1-3,11-15,10-14,1-3,6-9,13,8-11,9-13,9-12,13-16,1-5,12-16,12,9-12,9-13,1-3,1-3,1-5,15,13,13,13,12-15,1-4,12,12,0.32,0.39,0.27,11.60,9.47,11.83,11.28,2.60,3.23,0.14,5,-,-,17%,0.87,-,-,11,-,-,-,-,-,0.13,-,1.60,Serie A TIM,Technical,Midfielder,Scouting Required,0,0.16,0.79,1.34,0.00,0,2.05,0.08,0%,0.24,0.00,43.30,0.00,0.08,0.13,-,Wnt,- -  - 
Isaac Success,"AM (RLC), ST (C)",29,NGA,"6'0""",198 lbs,,Rennes,£2.6M - £5.4M,6.84,7,1,100%,2.82,47%,1.34,3.87,0.15,19.23,82%,0.52,2,6,16%,0.82,73%,0,1.11,6,14,9.58,3.94,41%,0,1.49,23,7.3mi,0,0,5,12 (16),"1,212",38,2,1,43.29,18,129,1,97.9mi,20,53,15,7,315,259,15,11,30/6/2026,"£13,500 p/w",Right,13,1-2,10-14,11-14,11-14,13-16,10-13,1-4,1-3,7-10,12-15,7-10,9-13,11-15,10-13,11-14,1-4,11,13,14-17,9-12,1-4,12,12,1-3,6-10,13,4-7,5-8,11-15,12-15,3-6,13,13,11-14,7-10,1-4,1-3,1-2,13-17,14,5-9,12-16,15,1-3,11-15,14-18,0.15,0.22,0.10,8.02,1.93,20.94,6.91,1.11,0.59,0.17,3,-,-,18%,0.52,-,-,7,-,-,-,-,-,0.29,-,3.87,Ligue 1 Uber Eats,Physical,Striker,Scouting Required,2,0.15,0.45,0.45,0.07,1,5.64,0.00,17%,0.45,0.07,23.39,0.00,0.74,0.29,-,,- -  - 
Gianluca Busio,"DM, M/AM (C)",23,USA,"5'8""",143 lbs,,Venezia,£275K - £2.7M,6.71,0,0,-,0.16,25%,0.04,0.44,0.08,43.76,90%,1.70,4,17,11%,2.27,74%,1,1.74,29,23,2.47,0.73,30%,0,0.61,32,8.1mi,2,0,1,31,"2,221",4,2,0,71.65,1,61,2,199.5mi,15,18,43,42,"1,206","1,080",76,56,30/6/2028,"£17,500 p/w",Right,11-15,1-3,11-15,10-13,9-12,12-15,12-15,1-2,1-4,11-14,8-12,5-9,7-11,9-12,10-13,9-12,1-5,10-13,13,13,11-14,1-4,4-8,3-7,1,9-13,9,5-8,6-10,10-14,10-13,1-3,11-15,14,7-10,14-17,1-2,2-5,1-3,12,10,14,12,12-15,2-5,13,12,0.24,0.32,0.11,11.02,10.78,8.39,10.05,2.96,4.30,0.10,8,-,-,-,1.34,-,-,33,-,-,-,-,-,0.02,-,0.44,Serie A TIM,Technical,Midfielder,Scouting Required,0,0.16,1.18,0.69,0.08,0,1.74,0.04,12%,0.69,0.08,48.87,0.12,0.04,0.02,-,Inj,- -  - 
Nediljko Labrović,GK,25,CRO,"6'5""",200 lbs,,FC Augsburg,£650K - £6.4M,6.71,0,0,-,-,-,-,0.00,-,16.86,71%,-,0,-,-,0.03,14%,0,-,-,0,-,-,-,1,-,9,3.9mi,0,0,0,40,"3,550",0,0,0,88.75,-,-,-,154.5mi,0,-,0,0,934,665,7,1,30/6/2028,"£22,000 p/w",Right Only,10-14,14,8-12,12-15,12-15,13-16,13-16,14,12-15,7-10,13-16,1-4,1-4,10-14,9-12,1-3,6-9,1-3,3-6,4-7,1-3,12,2-6,16-19,10,14-18,2-6,1-2,1-4,11-15,1-3,14-17,9-13,5-9,1-4,14-17,18,16,9,11-15,11-14,1-2,11-15,4-8,11,2-6,8-12,0.00,-,0.00,0.00,2.86,8.14,0.00,0.00,0.00,0.00,-,9.80,88%,-,0.00,30,0.25,0,76%,30,102,1.27,0.23,0.00,14%,0.00,Bundesliga,Shot Stopper,Goalkeeper,Scouting Required,-,-,0.71,-,-,-,-,0.00,-,-,-,23.68,-,-,0.00,4,,- -  - 
Joshua King,"AM (L), ST (C)",33,NOR,"5'11""",160 lbs,,Toulouse,£6K - £65K,6.66,3,1,100%,2.91,54%,1.57,4.27,-,21.01,84%,0.55,1,23,8%,1.81,85%,0,1.26,4,16,7.79,1.42,18%,0,1.65,23,7.5mi,0,0,8,16 (11),"1,144",37,0,1,42.37,20,99,2,95.6mi,21,18,16,7,317,267,27,23,30/6/2024,"£6,500 p/w",Right Only,16,1-5,12-15,11-14,12-15,11-15,12-16,1-4,1-4,15-18,4-8,4-8,5-8,10-13,15-18,13-16,1-5,13,12,11-15,6-10,1-2,9,10,1-4,9-12,13,8-11,2-6,12-15,14-17,1-3,14,12,12-15,3-7,1-2,1-4,3-7,5-8,12,3-7,11-15,14,1-4,6-10,11-14,0.08,0.47,0.12,8.50,1.49,18.41,8.81,2.44,0.94,0.01,6,-,-,8%,0.55,-,-,7,-,-,-,-,-,0.34,-,4.27,Ligue 1 Uber Eats,Intelligent,Experienced striker,Scouting Required,0,0.08,0.31,1.81,0.16,2,6.37,0.00,9%,1.81,0.16,24.94,0.00,1.02,0.34,-,Opt,- -  - 
Nathan Ngoumou,M/AM (RL),25,FRA,"6'0""",158 lbs,,Gladbach,£7.4M - £11.5M,6.91,2,0,-,2.10,55%,1.16,2.91,0.14,28.19,85%,1.52,2,42,16%,2.31,91%,0,2.10,6,10,4.99,1.95,39%,0,3.47,17,7.3mi,0,0,6,12 (20),"1,245",29,2,0,38.91,16,69,7,101.6mi,48,27,29,21,457,390,35,32,30/6/2026,"£24,500 p/w",Right,16,3-6,11-14,12-16,11-15,10-13,9-12,1-2,1-5,10-14,7-10,6-9,12-15,8-12,12-16,12-16,1-2,10,12,11-14,6-9,1-4,11,11,1-5,5-8,6-10,5-9,4-7,13-16,11-15,1,17,11,6-10,6-9,1-2,1-3,2-5,8-12,9,6-9,11-14,10-14,1-5,11-14,10-14,0.00,0.07,0.10,13.37,4.05,17.06,12.87,2.96,2.96,0.25,1,-,-,7%,1.52,-,-,21,-,-,-,-,-,0.21,-,2.91,Bundesliga,Physical,Winger,Scouting Required,0,0.14,0.43,3.04,0.51,0,3.04,0.00,17%,3.04,0.51,33.04,0.00,0.65,0.21,-,,- -  - 
Fermín,"M (C), AM (RLC)",22,ESP,"5'9""",143 lbs,,FC Barcelona,£8.6M - £14M,6.71,0,0,-,2.66,30%,0.81,3.20,0.12,27.84,85%,1.16,4,12,25%,1.50,87%,0,1.62,2,7,4.97,1.04,21%,0,1.04,5,8.2mi,0,0,1,6 (18),779,23,1,0,32.46,7,43,3,71.2mi,9,9,14,10,285,241,15,13,30/6/2027,"£8,250 p/w",Right,13-16,1-4,12-15,13-17,9-13,10-13,11-14,1-4,1-4,12-16,9-12,7-10,11-14,9-13,13-17,13-17,1-3,10-13,13-17,13-16,7-10,2-5,8,6,1-3,8-11,8-12,5-9,3-6,14-17,12-16,1,11-14,14-17,7-11,6-9,1-4,1-4,2-5,9-13,8-12,7-10,12-15,12-16,1-4,13-16,11-15,0.00,-,0.14,12.59,7.51,21.95,10.74,2.20,1.85,0.09,0,-,-,-,1.16,-,-,10,-,-,-,-,-,0.37,-,3.20,LaLiga EA Sports,Creative,Attacking midfielder,Scouting Required,0,0.46,0.23,1.39,0.35,2,3.93,0.00,25%,1.39,0.35,32.93,0.00,0.58,0.37,-,,- -  - 
Nahuel Tenaglia,"D (RC), WB (R)",29,ARG,"6'0""",154 lbs,,Alavés,£650K - £6.4M,6.81,0,0,-,0.26,0%,0.00,0.57,0.13,39.99,88%,0.82,1,68,11%,2.62,82%,4,2.32,27,26,6.28,4.00,64%,0,1.25,27,7.8mi,2,0,1,27 (1),"2,093",6,3,0,74.75,0,146,8,180.8mi,29,93,54,19,"1,062",930,74,61,30/6/2026,"£6,500 p/w",Right,13-16,1,14-17,10-14,10-14,12-16,14-18,1-4,1-5,9-13,10-13,6-9,10-13,13-16,9-13,8-12,1-2,8-12,10-14,5-8,5-9,2-5,12,8-11,1-3,9-12,7-10,13-17,12-15,12-15,11-15,1-2,11-14,11-14,6-10,13-17,2-5,2-6,1-2,12-15,10-14,15,10-13,11-14,1-5,8-11,14-17,0.26,0.77,0.09,15.22,11.31,12.81,8.64,2.28,4.82,0.03,18,-,-,-,0.82,-,-,19,-,-,-,-,-,0.02,-,0.57,LaLiga EA Sports,Leader,Fullback,Scouting Required,0,0.04,1.16,2.92,0.34,0,2.28,0.17,12%,2.92,0.34,45.67,0.82,0.09,0.02,-,,- -  - 
Sergio Carreira,D/WB (R),24,ESP,"5'7""",147 lbs,,Celta de Vigo,£4.1M - £6.6M,6.76,0,0,-,0.57,25%,0.14,0.74,0.07,36.95,89%,1.34,1,58,15%,2.97,79%,2,2.40,16,15,3.74,1.77,47%,0,1.48,15,8.0mi,3,2,0,14 (4),"1,274",8,1,0,70.78,2,53,9,113.6mi,21,25,34,19,589,523,53,42,30/6/2027,"£8,500 p/w",Right,13-17,1-5,14-18,10-13,10-13,15-18,15-18,1-2,1-4,12-15,10-14,4-8,12-16,10-13,14-17,10-13,1-4,7-10,11-14,2-6,7-10,3-7,9,3-7,1-2,7-11,6-9,11-14,10-14,12-16,9-12,1-3,12-16,12-16,4-7,13-16,1-2,3-6,1-5,12-15,11-14,12,12-16,12-15,1-3,10-14,11-14,0.28,0.42,0.09,15.54,9.54,11.80,10.17,3.32,5.72,0.07,6,-,-,-,1.34,-,-,19,-,-,-,-,-,0.05,-,0.74,LaLiga EA Sports,Leader,Fullback,Scouting Required,0,0.07,1.13,4.10,0.64,0,1.98,0.14,16%,4.10,0.64,41.61,0.21,0.35,0.05,-,Wnt,- -  - 
Dominik Greif,GK,28,SVK,"6'6""",180 lbs,,Mallorca,£750K - £1.7M,6.55,0,0,-,-,-,-,0.00,-,16.87,72%,0.04,0,-,-,0.07,40%,0,-,-,0,-,-,-,2,-,10,3.5mi,0,0,0,27 (1),"2,513",0,0,0,89.75,-,-,-,97.9mi,0,-,0,1,650,471,5,2,30/6/2026,"£6,750 p/w",Right,10-14,13-17,4-8,5-8,11-14,12-15,16-19,12,11-14,11-14,7-11,1-4,1-4,10-13,14-17,1-3,2-6,2-5,5-8,1-3,4-7,13,1-3,13-17,9-12,12-16,1-2,2-5,1-4,11-15,1-2,11-15,8-12,14-18,2-5,13-16,8-11,14-17,9-13,6-9,9-12,1-4,10-14,5-8,8-11,9-13,9-12,0.00,-,0.00,0.00,3.40,6.52,0.00,0.00,0.00,0.00,-,-6.49,89%,-,0.04,28,-0.23,1,71%,29,50,1.61,0.07,0.00,40%,0.00,LaLiga EA Sports,Assertive,Goalkeeper,Scouting Required,-,-,7.38,-,-,-,-,0.00,-,-,-,23.28,-,-,0.00,3,Int,- -  - 
Sergio Herrera,GK,32,ESP,"6'4""",180 lbs,,Osasuna,£1.8M - £3.9M,6.92,0,0,-,-,-,-,0.00,-,16.59,75%,-,0,-,-,0.13,100%,0,-,-,0,-,-,-,0,-,1,4.2mi,0,0,0,8 (1),678,0,0,0,75.33,-,-,-,32.0mi,0,-,0,0,166,125,1,1,30/6/2027,"£14,500 p/w",Right,10-13,12-15,10-13,12-16,11-15,8-11,10-13,13,13-17,11-15,11-14,1-3,3-6,9-13,14-18,1-3,10-13,1-3,9-13,2-5,3-6,14,2-5,10-13,8-12,11-14,1-2,1-5,1-3,13-16,1-5,11-14,10-13,9-12,3-7,9-12,8-12,14-17,11-14,11-15,13-17,1-4,12-15,6-10,12-16,8-11,8-12,0.00,-,0.00,0.00,2.92,8.36,0.00,0.00,0.00,0.00,-,3.34,88%,-,0.00,5,0.44,0,82%,7,16,0.93,0.53,0.00,100%,0.00,LaLiga EA Sports,Shot Stopper,Experienced goalkeeper,Scouting Required,-,-,1.06,-,-,-,-,0.00,-,-,-,22.04,-,-,0.00,3,Wnt,- -  - 
Dara O'Shea,D (RC),26,IRL,"6'2""",163 lbs,,Ipswich,£11M - £17M,6.79,0,0,-,0.38,14%,0.05,0.87,0.11,56.92,92%,0.59,0,6,16%,0.91,71%,9,1.83,30,9,8.12,5.81,72%,0,-,4,7.0mi,2,0,1,19 (1),"1,673",7,2,0,83.65,1,151,1,129.8mi,0,108,34,11,"1,147","1,058",24,17,30/6/2028,"£35,000 p/w",Right,13,1-4,15-18,10-14,10-14,11-14,14-17,1-3,3-7,10-14,9-12,3-6,6-9,8-12,14,5-9,1-2,7-10,12,1-2,8-11,3-6,15,15,1-4,14-17,3-7,9-13,14,12-15,8-12,1-4,12-15,13,6-10,13,1-2,1-2,1-3,10-14,13,15,12-15,10-14,2-6,6-9,11-15,0.59,0.75,0.12,4.52,12.64,2.80,2.96,1.08,3.44,0.06,14,-,-,-,0.59,-,-,11,-,-,-,-,-,0.05,-,0.87,Premier League,Leader,Center back,Scouting Required,0,-,1.61,0.32,0.05,0,2.31,0.48,17%,0.32,0.05,61.70,0.91,0.05,0.05,-,,- -  - 
Simone Verdi,AM (C),32,ITA,"5'9""",141 lbs,,Como,Unknown,6.76,5,0,-,1.69,45%,0.76,4.58,0.07,27.20,85%,2.87,6,234,20%,1.35,83%,1,1.86,19,21,4.76,0.86,18%,0,1.55,18,8.2mi,0,0,2,39 (2),"2,607",49,2,0,63.59,22,138,39,236.4mi,45,25,54,83,922,788,47,39,30/6/2025,"£14,750 p/w",Unknown,10-15,-,11-16,-,-,-,-,-,-,-,-,-,-,-,13-19,6-14,-,9-17,11-17,12-17,-,-,1-5,1-6,-,-,15-20,-,-,-,5-13,-,6-12,12-17,-,-,-,-,-,9-15,4-10,-,-,15-20,-,8-14,12-18,0.00,0.24,0.09,10.60,8.15,21.51,9.04,2.00,2.17,0.11,7,-,-,10%,1.24,-,-,36,-,-,-,-,-,0.16,-,4.58,Serie A TIM,Creative,Midfielder,Scouting Required,1,0.21,0.66,8.08,1.35,0,3.90,0.03,17%,0.69,0.14,31.83,0.00,0.55,0.16,-,,- -  - 
Luca Netz,D/WB (L),22,GER,"6'0""",182 lbs,,Gladbach,£8.4M - £13.5M,6.98,1,0,-,0.22,50%,0.11,0.28,0.19,40.89,87%,0.97,1,95,4%,3.06,84%,7,3.21,32,26,3.51,1.90,54%,0,2.05,33,7.7mi,0,0,1,29,"2,410",6,5,0,83.10,3,94,8,207.3mi,55,51,86,26,"1,262","1,095",98,82,30/6/2028,"£29,500 p/w",Left,13-17,1-4,7-11,10-13,10-13,13-16,13-16,1-2,2-5,11-14,8-12,12-16,12-16,11-14,15,10-13,1-3,8-11,12,10-14,12-15,2-6,9,12,1-2,7-11,7-10,13-16,11,13-17,11-14,1-3,14-18,11-15,5-8,11,1-2,1-4,2-6,12-15,12,12,10-14,11-14,1-4,11-15,11-14,0.11,0.67,0.05,14.04,10.38,16.66,8.78,2.17,6.68,0.11,18,-,-,17%,0.97,-,-,26,-,-,-,-,-,0.01,-,0.28,Bundesliga,Physical,Fullback,Scouting Required,0,0.04,1.20,3.55,0.30,0,1.61,0.26,8%,1.57,0.07,47.13,0.19,0.11,0.01,-,,- -  - 
