Name,Position,Age,Nat,Height,Weight,Personality,Club,Transfer Value,Av Rat,Gls,Pens S,Pen/R,Shot/90,Shot %,ShT/90,xG,Asts/90,Ps C/90,Pas %,K Ps/90,CCC,Cr A,Cr C/A,Tck/90,Tck R,K Tck,Int/90,Clear,Fls,Aer A/90,Hdrs W/90,Hdr %,Gl Mst,Drb/90,FA,Dist/90,Yel,Red,Off,Apps,Mins,Shots,Ast,Pens,Mins/Gm,ShT,Hdrs A,Cr C,Distance,Drb,Hdrs,Itc,K Pas,Pas A,Ps C,Tck A,Tck C,Expires,Salary,Preferred Foot,Acc,Aer,Agg,Agi,Ant,Bal,Bra,Cmd,Com,Cmp,Cnt,Cor,Cro,Dec,Det,Dri,Ecc,Fin,Fir,Fla,Fre,Han,Hea,Jum,Kic,Ldr,Lon,L Th,Mar,Nat,OtB,1v1,Pac,Pas,Pen,Pos,Pun,Ref,TRO,Sta,Str,Tck,Tea,Tec,Thr,Vis,Wor,K Hdrs/90,Blk/90,xG/shot,Sprints/90,Poss Won/90,Poss Lost/90,Pres A/90,Pres C/90,Pr passes/90,xA/90,Blk,xGP,xSv %,Conv %,OP-KP/90,Svt,xGP/90,OP-KP,Sv %,Svh,Svp,All/90,Cln/90,NP-xG/90,Pens Saved Ratio,NP-xG,Division,Style,Media Description,Media Handling,FK Shots,Ch C/90,Clr/90,Crs A/90,Cr C/90,Goals Outside Box,Hdrs L/90,K Tck/90,OP-Cr %,OP-Crs A/90,OP-Crs C/90,Ps A/90,Shts Blckd/90,Shots Outside Box/90,xG/90,Saves/90,Inf,Rec
Aldair Pacheco,GK,19,MEX,"6'2""",182 lbs,,Pumas,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2043,"£2,500 p/w",Unknown,-,11-18,-,10-19,-,-,3-10,9-17,-,-,8-14,-,-,-,-,-,1-6,-,-,-,-,3-12,-,-,7-16,-,-,-,-,-,-,8-14,-,-,-,5-12,3-11,5-12,8-15,-,-,-,-,-,4-10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Liga BBVA MX,Shot Stopper,Goalkeeper,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- -  - 
Adrián Lucas,M/AM (L),19,MEX,"5'9""",152 lbs,,Pumas,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2043,"£2,800 p/w",Unknown,6-13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13-20,-,5-13,1-8,-,-,-,2-8,2-11,-,-,6-12,-,-,-,9-16,-,9-15,5-12,-,-,-,-,-,-,2-11,-,-,9-15,-,8-14,10-16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Liga BBVA MX,Physical,Winger,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- -  - 
Braulio Campos,DM,19,MEX,"5'10""",160 lbs,,Santos Laguna,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31/12/2041,£375 p/w,Unknown,-,-,5-13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3-10,9-16,-,-,1-6,4-11,-,-,3-12,-,-,-,-,-,-,4-12,-,-,-,-,-,11-20,5-12,5-14,2-11,7-16,-,6-15,10-19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Liga BBVA MX,Physical,Midfielder,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- -  - 
Brayan Kanahan,D (C),20,MEX,"5'10""",165 lbs,,Pachuca,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31/12/2040,£220 p/w,Unknown,7-13,-,-,-,5-14,-,-,-,-,-,-,-,-,11-18,11-19,-,-,-,3-11,-,-,-,4-11,6-12,-,-,-,-,8-14,-,-,-,4-11,4-10,-,8-17,-,-,-,-,8-16,6-13,-,-,-,-,9-16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Liga BBVA MX,Physical,Center back,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Loa,- -  - 
Alfredo Trujillo,DM,19,MEX,"5'9""",158 lbs,,Santos Laguna,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31/12/2040,£300 p/w,Unknown,-,-,8-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1-6,7-13,-,-,13-20,4-10,-,-,1-9,-,-,-,-,-,-,2-11,-,-,-,-,-,10-18,6-12,7-14,16-20,5-13,-,5-12,11-19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Liga BBVA MX,Physical,Midfielder,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- -  - 
José Nava,DM,19,MEX,"5'9""",154 lbs,,Santos Laguna,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2042,"£2,700 p/w",Unknown,-,-,8-14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10-17,7-15,-,-,4-13,4-12,-,-,4-11,-,-,-,-,-,-,8-14,-,-,-,-,-,6-13,11-18,8-17,13-20,6-13,-,10-19,6-13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Liga BBVA MX,Physical,Midfielder,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- -  - 
Julio César Alcántara,ST (C),20,MEX,"6'1""",171 lbs,,Pachuca,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2043,"£3,200 p/w",Unknown,11-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1-9,-,13-20,11-19,-,-,-,5-12,7-13,-,-,7-14,-,-,-,5-14,-,4-11,4-10,-,-,-,-,-,-,5-13,-,-,13-20,-,1-6,9-16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Liga BBVA MX,Intelligent,Forward,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Wnt,- -  - 
Othoniel Mendieta,D (L),21,MEX,"5'4""",132 lbs,,Pachuca,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31/12/2042,"£3,900 p/w",Unknown,6-14,-,-,-,12-20,-,-,-,-,-,-,-,-,9-15,12-17,-,-,-,7-12,-,-,-,8-14,2-7,-,-,-,-,11-16,-,-,-,15-20,2-10,-,7-13,-,-,-,-,7-12,12-18,-,-,-,-,13-19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Liga BBVA MX,Leader,Fullback,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Loa,- -  - 
Héctor Pérez,M/AM (C),21,MEX,"5'11""",158 lbs,,Pachuca,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31/12/2042,"£4,000 p/w",Unknown,12-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8-14,-,9-15,7-12,-,-,-,5-11,4-12,-,-,6-11,-,-,-,7-13,-,9-15,7-15,-,-,-,-,-,-,6-11,-,-,12-17,-,7-13,7-12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Liga BBVA MX,Physical,Midfielder,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Wnt,- -  - 
Eduardo Pacheco,M/AM (C),21,MEX,"5'5""",141 lbs,,Pachuca,£3.9M - £6M,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2044,"£7,750 p/w",Right,13,1-4,9-12,17-20,13-16,16-20,4-8,2-5,1-3,10-14,7-11,9-13,5-8,12-15,10-14,12-15,1-4,10-14,14,15-19,9-13,1-3,8,2,1-4,1-2,11-14,4-8,6-10,12-15,13-16,1-5,14,10-13,8-11,7-11,2-5,1-3,1-2,12-15,12,7-10,10-13,16-19,1-2,13-16,7-10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Liga BBVA MX,Physical,Attacking midfielder,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- -  - 
José Ricardo Sánchez,D (R),20,MEX,"5'8""",152 lbs,,Pachuca,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31/12/2043,"£3,400 p/w",Unknown,9-17,-,-,-,7-13,-,-,-,-,-,-,-,-,11-20,8-15,-,-,-,6-13,-,-,-,1-8,4-11,-,-,-,-,12-19,-,-,-,6-15,3-11,-,8-14,-,-,-,-,4-11,5-14,-,-,-,-,10-19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Liga BBVA MX,Leader,Fullback,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Loa,- -  - 
Roko Maleš,GK,20,AUT,"6'1""",178 lbs,,TSV Hartberg,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2041,£425 p/w,Unknown,-,5-12,-,1-9,-,-,5-14,7-14,-,-,6-12,-,-,-,-,-,1-4,-,-,-,-,12-18,-,-,1-8,-,-,-,-,-,-,5-11,-,-,-,8-17,11-18,12-20,5-12,-,-,-,-,-,6-14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Admiral Bundesliga,Assertive,Goalkeeper,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- -  - 
Luis Enrique Quintero,AM (L),20,MEX,"6'0""",163 lbs,,Atlas,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2043,"£2,800 p/w",Unknown,16-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9-17,-,3-9,8-17,-,-,-,7-13,7-14,-,-,1-8,-,-,-,4-12,-,10-16,8-15,-,-,-,-,-,-,6-15,-,-,5-14,-,7-13,3-12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Liga BBVA MX,Physical,Winger,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Wnt,- -  - 
Leonardo Rocha,ST (C),20,MEX,"5'10""",160 lbs,,Atlas,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2042,"£1,100 p/w",Unknown,10-18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7-13,-,14-20,3-10,-,-,-,6-15,12-19,-,-,4-13,-,-,-,8-14,-,5-14,2-10,-,-,-,-,-,-,3-10,-,-,11-20,-,1-8,7-16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Liga BBVA MX,Physical,Forward,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Wnt,- -  - 
Efraín Vaca,D/WB (L),20,MEX,"6'2""",176 lbs,,Monterrey,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31/12/2043,"£5,500 p/w",Unknown,13-20,-,-,-,5-12,-,-,-,-,-,-,-,-,9-15,13-19,-,-,-,9-15,-,-,-,5-13,8-17,-,-,-,-,5-14,-,-,-,7-15,8-17,-,12-19,-,-,-,-,9-15,9-17,-,-,-,-,11-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Liga BBVA MX,Physical,Fullback,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Loa,- -  - 
Luz Nelly,"DM, M (C)",19,MEX,"5'9""",152 lbs,,Monterrey,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2043,"£4,600 p/w",Unknown,-,-,9-16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8-17,13-20,-,-,2-8,1-10,-,-,5-11,-,-,-,-,-,-,5-12,-,-,-,-,-,10-16,2-11,1-6,4-10,11-17,-,10-16,10-16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Liga BBVA MX,Physical,Midfielder,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- -  - 
Carlos Martínez,D (R),19,MEX,"5'8""",149 lbs,,Monterrey,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2044,"£5,500 p/w",Unknown,11-18,-,-,-,7-15,-,-,-,-,-,-,-,-,6-15,13-20,-,-,-,6-15,-,-,-,3-9,1-5,-,-,-,-,5-12,-,-,-,11-17,7-14,-,8-14,-,-,-,-,8-17,10-16,-,-,-,-,5-14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Liga BBVA MX,Physical,Fullback,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- -  - 
Daniel Vázquez,ST (C),19,MEX,"5'9""",154 lbs,,Guadalajara,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31/12/2040,"£2,200 p/w",Unknown,10-16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1-10,-,13-20,7-15,-,-,-,5-12,1-7,-,-,8-15,-,-,-,7-16,-,2-9,4-10,-,-,-,-,-,-,3-11,-,-,16-20,-,1-5,6-13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Liga BBVA MX,Technical,Forward,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Loa,- -  - 
Luis Fernando Arellano,ST (C),19,MEX,"5'11""",156 lbs,,Monterrey,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31/12/2040,"£3,100 p/w",Unknown,6-15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7-16,-,9-16,6-12,-,-,-,12-19,6-12,-,-,2-10,-,-,-,10-19,-,11-18,1-9,-,-,-,-,-,-,3-9,-,-,8-16,-,5-12,5-13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Liga BBVA MX,Intelligent,Forward,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- -  - 
Dejan Jovandić,GK,19,SRB,"6'4""",189 lbs,,Crvena zvezda,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2042,£120 p/w,Unknown,-,13-19,-,10-18,-,-,6-12,5-14,-,-,4-11,-,-,-,-,-,1,-,-,-,-,9-16,-,-,8-16,-,-,-,-,-,-,7-14,-,-,-,8-14,7-16,9-15,4-10,-,-,-,-,-,11-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Mozzart Super Liga,Shot Stopper,Goalkeeper,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- -  - 
Sreten Jelić,AM (R),20,SRB,"5'9""",145 lbs,,Crvena zvezda,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2042,£110 p/w,Unknown,9-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7-13,-,10-16,7-14,-,-,-,1-8,6-13,-,-,6-15,-,-,-,4-10,-,8-17,7-15,-,-,-,-,-,-,1-6,-,-,10-19,-,3-12,9-18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Mozzart Super Liga,Leader,Winger,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- -  - 
Nebojša Panović,M (R),20,SRB,"5'9""",154 lbs,,Crvena zvezda,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2042,£210 p/w,Unknown,-,-,8-14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11-18,8-16,-,-,5-14,3-11,-,-,1-6,-,-,-,-,-,-,8-14,-,-,-,-,-,6-13,11-18,1-10,8-17,8-15,-,8-17,6-13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Mozzart Super Liga,Physical,Winger,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- -  - 
Zvezdan Aleksov,ST (C),20,SRB,"6'0""",176 lbs,,Crvena zvezda,£1M - £2.2M,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2042,£110 p/w,Right,8-13,-,9-14,6-13,9-16,9-16,7-14,-,-,10-16,4-9,7-12,9-14,12-17,13-19,7-14,-,14-20,9-15,12-17,9-16,-,6-11,7-12,-,8-13,10-15,1-5,-,12-17,7-14,-,6-11,5-10,4-11,4-11,-,-,-,12-17,10-16,1-4,6-11,15-20,-,4-9,7-12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Mozzart Super Liga,Technical,Forward,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- -  - 
Igor Trajkovski,M (C),20,MKD,"5'11""",160 lbs,,Partizan,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2041,£110 p/w,Unknown,-,-,9-16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12-20,4-11,-,-,1-5,3-10,-,-,1-6,-,-,-,-,-,-,15-20,-,-,-,-,-,1-9,4-13,3-9,12-18,6-15,-,10-16,4-13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Mozzart Super Liga,Technical,Midfielder,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- -  - 
Alen Begić,GK,20,SRB,"6'2""",169 lbs,,TSC,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2041,£100 p/w,Unknown,-,8-17,-,9-15,-,-,4-10,7-16,-,-,9-16,-,-,-,-,-,2-9,-,-,-,-,4-12,-,-,2-8,-,-,-,-,-,-,9-16,-,-,-,9-15,7-16,10-16,5-14,-,-,-,-,-,1-6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Mozzart Super Liga,Assertive,Goalkeeper,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- -  - 
Aleksandar Jeremić,D (C),20,SRB,"6'3""",182 lbs,,TSC,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2041,£120 p/w,Unknown,6-12,-,-,-,7-13,-,-,-,-,-,-,-,-,3-10,11-18,-,-,-,6-13,-,-,-,6-15,9-17,-,-,-,-,6-14,-,-,-,7-16,4-10,-,6-15,-,-,-,-,11-18,10-19,-,-,-,-,2-9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Mozzart Super Liga,Physical,Center back,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- -  - 
Oliver Cakić,M (C),19,SRB,"6'0""",169 lbs,,TSC,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2041,£110 p/w,Unknown,-,-,4-10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8-16,6-12,-,-,1-2,6-12,-,-,6-13,-,-,-,-,-,-,9-15,-,-,-,-,-,10-17,5-13,1-4,7-14,14-20,-,6-13,12-19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Mozzart Super Liga,Technical,Midfielder,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- -  - 
Miklós Kiss,M (C),20,SRB,"5'10""",163 lbs,,TSC,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2041,£100 p/w,Unknown,-,-,12-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4-10,5-11,-,-,6-13,2-8,-,-,1-9,-,-,-,-,-,-,1-10,-,-,-,-,-,11-19,7-13,6-13,8-15,3-11,-,8-15,6-14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Mozzart Super Liga,Physical,Midfielder,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- -  - 
Roland Pál,M (C),20,SRB,"5'3""",138 lbs,,TSC,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2041,£120 p/w,Unknown,-,-,2-9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9-18,8-17,-,-,2-8,1-9,-,-,6-12,-,-,-,-,-,-,8-15,-,-,-,-,-,6-12,1-8,1-7,7-13,13-19,-,7-13,7-13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Mozzart Super Liga,Technical,Midfielder,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- -  - 
Jesus Durán,D/WB/M/AM (L),19,MEX,"5'8""",145 lbs,,Santos Laguna,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2044,"£4,100 p/w",Unknown,8-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1-6,-,4-11,6-12,-,-,-,1-9,1-6,-,-,1-6,-,-,-,2-9,-,10-18,3-12,-,-,-,-,-,-,7-13,-,-,6-12,-,5-13,7-13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Liga BBVA MX,Leader,Fullback,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- -  - 
Israel Hernández,ST (C),20,MEX,"6'1""",169 lbs,Unambitious,Toluca,£130K - £1.3M,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31/12/2042,"£3,600 p/w",Right,15,1,11,13,10,15,13,3,1,15,5,5,5,8,15,10,3,12,12,14,6,1,7,10,2,9,5,1,1,14,15,3,12,8,5,5,2,3,3,13,9,1,6,13,1,7,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Liga BBVA MX,Physical,Striker,Level-headed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Wnt,- -  - 
Carlos González,DM,19,MEX,"5'7""",152 lbs,,Juárez,Unknown,-,0,0,-,-,-,-,0.00,-,-,86%,-,0,0,-,-,-,0,-,0,0,-,-,100%,0,-,0,-,0,0,0,0 (1),13,0,0,0,13.00,-,1,0,0.7mi,0,1,0,0,7,6,0,-,30/6/2044,"£3,900 p/w",Unknown,-,-,4-10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7-14,1-8,-,-,7-16,4-12,-,-,1-4,-,-,-,-,-,-,7-13,-,-,-,-,-,5-12,13-20,12-20,13-20,4-11,-,5-14,6-13,-,-,0.00,-,-,-,-,-,-,-,0,-,-,-,-,-,-,0,-,-,-,-,-,-,-,0.00,Liga BBVA MX,Leader,Midfielder,Scouting Required,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,Loa,- -  - 
